stock_name,stock_code,preferred_theme,categories,subthemes,keywords
랩지노믹스,084650,BIO / 의료AI,바이오/의료AI | 전염병/질병,진단키트 | 의료AI | 유전자치료 | 마이크로바이옴 | 코로나 | 엠폭스(원숭이두창),유전자치료 | 마이크로바이옴 | 코로나 | 의료AI | 엠폭스(원숭이두창) | 진단키트
러셀,217500,로봇 테마 부각,AI/데이터센터/로봇 | 반도체,로봇 | 반도체 장비,반도체 장비 | 로봇
레드캡투어,038390,자율주행/모빌리티 테마,레저 | 자동차,여행 | 중고차/렌터카,중고차/렌터카 | 여행
레몬,294140,이차전지,이차전지,전고체배터리,전고체배터리
레뷰코퍼레이션,443250,IP / 엔터,IP/엔터,SNS/광고(틱톡 등),SNS/광고(틱톡 등)
레이,228670,BIO / 의료AI,바이오/의료AI | 의료기기/의료시설,치아 치료(임플란트) | 의료기기,의료기기 | 치아 치료(임플란트)
레이저쎌,412350,반도체 업황/테마 부각,반도체,반도체 장비 | HBM(고대역폭메모리),반도체 장비 | HBM(고대역폭메모리)
레이저옵텍,199550,화장품 / 중국,의료기기/의료시설 | 화장품/미용,의료기기 | 피부/미용기기,의료기기 | 피부/미용기기
레이크머티리얼즈,281740,전력 / 에너지,AI/데이터센터/로봇 | 에너지 | 이차전지,로봇 | ESS(전력저장장치) | 전고체배터리,ESS(전력저장장치) | 로봇 | 전고체배터리
레인보우로보틱스,277810,로봇 테마 부각,AI/데이터센터/로봇,휴머노이드 | 스마트팩토리 | 로봇,로봇 | 스마트팩토리 | 휴머노이드
로보로보,215100,로봇 테마 부각,AI/데이터센터/로봇 | 생활,로봇 | 교육,로봇 | 교육
로보스타,090360,로봇 테마 부각,AI/데이터센터/로봇 | IT/신기술 | 기계/방산 | 빅테크,휴머노이드 | 액추에이터/감속기 | 스마트팩토리 | 로봇 | 3D 프린터 | 지뢰 제거 | 현대차/보스턴다이내믹스 | LG전자,LG전자 | 로봇 | 스마트팩토리 | 3D 프린터 | 현대차/보스턴다이내믹스 | 휴머노이드 | 액추에이터/감속기 | 지뢰 제거
로보티즈,108490,로봇 테마 부각,AI/데이터센터/로봇 | 빅테크,휴머노이드 | 액추에이터/감속기 | 스마트팩토리 | 로봇 | 현대차/보스턴다이내믹스 | 테슬라 | LG전자,LG전자 | 테슬라 | 로봇 | 스마트팩토리 | 현대차/보스턴다이내믹스 | 휴머노이드 | 액추에이터/감속기
로스웰,900260,화장품 / 중국,IT/신기술 | 기타,사물인터넷(IoT)/스마트홈 | 지주사 | 국내 상장 중국기업,지주사 | 국내 상장 중국기업 | 사물인터넷(IoT)/스마트홈
로젠,033290,개별주,생활,패션/의류,패션/의류
로지시스,067730,코인 / 가상자산,가상화폐/가상현실,CBDC,CBDC
로체시스템즈,071280,반도체 업황/테마 부각,반도체,유리기판 | 반도체 장비,유리기판 | 반도체 장비
로킷헬스케어,376900,BIO / 의료AI,IT/신기술 | 기타 | 바이오/의료AI | 의료기기/의료시설 | 화장품/미용,3D 프린터 | 2025년 2분기 신규상장 | 인공장기 | 의료AI | 의료기기 | 탈모,탈모 | 3D 프린터 | 의료기기 | 2025년 2분기 신규상장 | 인공장기 | 의료AI
롤링스톤,214610,정치 테마,정치 | 전염병/질병,이재명 | 엠폭스(원숭이두창),이재명 | 엠폭스(원숭이두창)
롯데관광개발,032350,남북경협/대북 테마,레저 | 정부정책,호텔/카지노 | 여행 | 금강산 관광,호텔/카지노 | 여행 | 금강산 관광
롯데렌탈,089860,자율주행/모빌리티 테마,자동차,중고차/렌터카,중고차/렌터카
롯데리츠,330590,금융,금융,리츠,리츠
롯데손해보험,000400,금융,금융,보험,보험
롯데쇼핑,023530,유통 / 물류,레저 | 유통/물류,면세점 | 소매유통 | 백화점,소매유통 | 면세점 | 백화점
롯데에너지머티리얼즈,020150,전력 / 에너지,반도체 | 빅테크 | 에너지 | 이차전지,반도체 소재/부품 | 엔비디아 | ESS(전력저장장치) | 전고체배터리,반도체 소재/부품 | ESS(전력저장장치) | 엔비디아 | 전고체배터리
롯데웰푸드,280360,음식료,음식료,제과/빙과류,제과/빙과류
롯데이노베이트,286940,로봇 테마 부각,AI/데이터센터/로봇 | IT/신기술 | 가상화폐/가상현실 | 자동차,휴머노이드 | 로봇 | 디지털트윈 | 메타버스 | 전기차 화재 방지 | 전기차 충전,디지털트윈 | 전기차 충전 | 전기차 화재 방지 | 로봇 | 메타버스 | 휴머노이드
롯데정밀화학,004000,반도체 업황/테마 부각,반도체 | 환경/재난 | 원자재,반도체 소재/부품 | 태풍/수해 | 요소수,반도체 소재/부품 | 태풍/수해 | 요소수
롯데지주,004990,정책 수혜 기대감,기타 | 유통/물류 | 정부정책,지주사 | 편의점 | 밸류업/저PBR,지주사 | 편의점 | 밸류업/저PBR
롯데칠성,005300,음식료,환경/재난 | 음식료,"폭염 | 주류업(주정, 에탄올 등)","주류업(주정, 에탄올 등) | 폭염"
롯데케미칼,011170,전력 / 에너지,에너지 | 원자재,ESS(전력저장장치) | 요소수 | 석유/정유,석유/정유 | ESS(전력저장장치) | 요소수
롯데하이마트,071840,유통 / 물류,유통/물류,소매유통,소매유통
루닛,328130,BIO / 의료AI,바이오/의료AI,의료AI,의료AI
루미르,474170,우주 / 항공,우주/항공,저궤도위성(스타링크/원웹) | 우주개발 | 스페이스X,저궤도위성(스타링크/원웹) | 우주개발 | 스페이스X
리가켐바이오,141080,BIO / 의료AI,바이오/의료AI,"표적항암제 (ADC, DAC 등)","표적항암제 (ADC, DAC 등)"
리노공업,058470,반도체 업황/테마 부각,반도체,차량용 반도체 | 온디바이스AI | 반도체 장비,반도체 장비 | 차량용 반도체 | 온디바이스AI
리더스코스메틱,016100,화장품 / 중국,생활 | 화장품/미용,제지 | 화장품,화장품 | 제지
리드코프,012700,금융,금융,인터넷은행,인터넷은행
리메드,302550,BIO / 의료AI,바이오/의료AI | 의료기기/의료시설,치매/알츠하이머 | 의료기기,의료기기 | 치매/알츠하이머
리브스메드,491000,로봇 테마 부각,AI/데이터센터/로봇 | 의료기기/의료시설,의료로봇 | 의료기기,의료로봇 | 의료기기
리센스메디컬,394420,BIO / 의료AI,의료기기/의료시설,의료기기,의료기기
리튬포어스,073570,전력 / 에너지,에너지 | 원자재,ESS(전력저장장치) | 리튬,ESS(전력저장장치) | 리튬
린드먼아시아,277070,금융,금융,창투사/벤처투자,창투사/벤처투자
링네트,042500,정치 테마,IT/신기술 | 빅테크 | 정치,재택근무 | 사물인터넷(IoT)/스마트홈 | 텐센트/알리바바/바이두 | 안철수,텐센트/알리바바/바이두 | 사물인터넷(IoT)/스마트홈 | 안철수 | 재택근무
링크드,193250,코인 / 가상자산,IP/엔터 | 가상화폐/가상현실 | 정치,게임 | 메타버스 | NFT(대체불가능토큰) | 이재명,이재명 | NFT(대체불가능토큰) | 게임 | 메타버스
링크솔루션,474650,우주 / 항공,AI/데이터센터/로봇 | IT/신기술 | 기타 | 빅테크 | 우주/항공,휴머노이드 | 로봇 | 3D 프린터 | 2025년 2분기 신규상장 | 현대차/보스턴다이내믹스 | 항공기부품 | 저궤도위성(스타링크/원웹) | 우주개발,저궤도위성(스타링크/원웹) | 우주개발 | 항공기부품 | 로봇 | 3D 프린터 | 현대차/보스턴다이내믹스 | 휴머노이드 | 2025년 2분기 신규상장
링크제니시스,219420,반도체 업황/테마 부각,IT/신기술 | 반도체,뉴럴링크 | 뉴로모픽(NPU),뉴럴링크 | 뉴로모픽(NPU)
마녀공장,439090,화장품 / 중국,화장품/미용,화장품,화장품
마니커,027740,음식료,레저 | 음식료 | 전염병/질병,"스포츠행사(월드컵 등) | 축산물(육계, 돈육 등) | 조류독감","조류독감 | 스포츠행사(월드컵 등) | 축산물(육계, 돈육 등) | 구제역/광우병"
마니커에프앤지,195500,음식료,음식료 | 전염병/질병,"축산물(육계, 돈육 등) | 조류독감","조류독감 | 축산물(육계, 돈육 등)"
마스턴프리미어리츠,357430,금융,금융,리츠,리츠
마음AI,377480,로봇 테마 부각,AI/데이터센터/로봇 | 반도체 | 빅테크,로봇 | AI(인공지능) | 퀄컴 | 엔비디아 | 마이크로소프트(MS),로봇 | 엔비디아 | 마이크로소프트(MS) | AI(인공지능) | 퀄컴
마이크로디지탈,305090,BIO / 의료AI,바이오/의료AI,생물보안법(CDMO 등),생물보안법(CDMO 등)
마이크로컨텍솔,098120,반도체 업황/테마 부각,AI/데이터센터/로봇 | 반도체,SSD | 반도체 소재/부품 | CXL(컴퓨트익스프레스링크),반도체 소재/부품 | CXL(컴퓨트익스프레스링크) | SSD
마이크로투나노,424980,반도체 업황/테마 부각,반도체,반도체 소재/부품,반도체 소재/부품
마크로젠,038290,BIO / 의료AI,바이오/의료AI | 정부정책 | 정치,줄기세포 | 유전자치료 | 마이크로바이옴 | 고령화/노인복지 | 안철수,유전자치료 | 마이크로바이옴 | 줄기세포 | 안철수 | 고령화/노인복지
마키나락스,477850,로봇 테마 부각,AI/데이터센터/로봇,AI(인공지능),AI(인공지능)
만호제강,001080,전력기기/전력망 테마,건설/인프라 | 전력,철강/철근 | 전선,철강/철근 | 전선
매일유업,267980,음식료,음식료,유제품,유제품
매일홀딩스,005990,개별주,기타,지주사,지주사
매커스,093520,우주 / 항공,반도체 | 우주/항공,HBM(고대역폭메모리) | UAM/드론,UAM/드론 | HBM(고대역폭메모리)
머큐리,100590,IT / 통신,통신,통신/통신장비 | 5G/6G,통신/통신장비 | 5G/6G
멀티캠퍼스,067280,정책 수혜 기대감,생활,교육,교육
메가스터디,072870,정책 수혜 기대감,생활,교육,교육
메가스터디교육,215200,정책 수혜 기대감,생활,교육,교육
메가엠디,133750,정책 수혜 기대감,생활 | 정부정책,교육 | 일자리,교육 | 일자리
메가터치,446540,이차전지,빅테크 | 이차전지,테슬라 | 전고체배터리 | 나트륨이온배터리 | 2차전지(장비),테슬라 | 2차전지(장비) | 나트륨이온배터리 | 전고체배터리
메드팩토,235980,BIO / 의료AI,바이오/의료AI,면역항암제,면역항암제
메디아나,041920,BIO / 의료AI,바이오/의료AI | 의료기기/의료시설,의료AI | 의료기기 | 마스크/호흡기,마스크/호흡기 | 의료기기 | 의료AI | 로봇 | 교육 | AI(인공지능)
메디앙스,014100,정책 수혜 기대감,정부정책,저출산,저출산
메디콕스,054180,BIO / 의료AI,바이오/의료AI,마리화나(대마),마리화나(대마)
메디톡스,086900,화장품 / 중국,화장품/미용,피부/미용기기 | 보톡스(보툴리눔톡신),보톡스(보툴리눔톡신) | 피부/미용기기
메디포스트,078160,정책 수혜 기대감,바이오/의료AI | 정부정책 | 화장품/미용,줄기세포 | 원격진료/비대면진료 | 생물보안법(CDMO 등) | 고령화/노인복지 | 탈모,탈모 | 생물보안법(CDMO 등) | 줄기세포 | 고령화/노인복지 | 원격진료/비대면진료
메리츠금융지주,138040,정책 수혜 기대감,기타 | 정부정책,지주사 | 밸류업/저PBR,지주사 | 밸류업/저PBR
메쎄이상,408920,개별주,레저,테마파크,테마파크
메카로,241770,반도체 업황/테마 부각,반도체 | 에너지,반도체 소재/부품 | 페로브스카이트,반도체 소재/부품 | 페로브스카이트
메타랩스,090370,화장품 / 중국,생활 | 화장품/미용,패션/의류 | 탈모,패션/의류 | 탈모
메타바이오메드,059210,BIO / 의료AI,바이오/의료AI | 정치,치아 치료(임플란트) | 치매/알츠하이머 | 한동훈,한동훈 | 치아 치료(임플란트) | 치매/알츠하이머
메타케어,118000,BIO / 의료AI,바이오/의료AI | 정치,줄기세포 | 한동훈,한동훈 | 줄기세포
멕아이씨에스,058110,BIO / 의료AI,전염병/질병 | 의료기기/의료시설,마이코플라스마 폐렴 | 의료기기 | 마스크/호흡기,마이코플라스마 폐렴 | 마스크/호흡기 | 의료기기
명문제약,017180,BIO / 의료AI,바이오/의료AI,치매/알츠하이머 | 정신질환치료제 | 낙태/피임,정신질환치료제 | 낙태/피임 | 치매/알츠하이머
명신산업,009900,자율주행/모빌리티 테마,빅테크 | 자동차,테슬라 | 자동차부품 | 루시드,테슬라 | 루시드 | 자동차부품
명인제약,317450,BIO / 의료AI,바이오/의료AI,생물보안법(CDMO 등) | AI신약,생물보안법(CDMO 등) | AI신약
모나리자,012690,정책 수혜 기대감,국제 | 생활 | 환경/재난 | 정부정책 | 의료기기/의료시설,반일 불매운동 | 제지 | 황사/미세먼지 | 저출산 | 마스크/호흡기,반일 불매운동 | 제지 | 황사/미세먼지 | 저출산 | 마스크/호흡기
모나미,005360,개별주,국제,반일 불매운동,반일 불매운동
모나용평,070960,정책 수혜 기대감,레저 | 정부정책,골프 | DMZ 평화공원,골프 | DMZ 평화공원
모니터랩,434480,로봇 테마 부각,AI/데이터센터/로봇 | IT/신기술,AI(인공지능) | 보안,보안 | AI(인공지능)
모델솔루션,417970,우주 / 항공,AI/데이터센터/로봇 | 빅테크 | 우주/항공 | 정치,휴머노이드 | 액추에이터/감속기 | 테슬라 | 저궤도위성(스타링크/원웹) | 스페이스X | 우원식,저궤도위성(스타링크/원웹) | 테슬라 | 우원식 | 스페이스X | 휴머노이드 | 액추에이터/감속기
모두투어,080160,개별주,레저,여행,여행
모바일어플라이언스,087260,자율주행/모빌리티 테마,자동차,자율주행 | 스마트카(애플카 등),자율주행 | 스마트카(애플카 등)
모베이스,101330,로봇 테마 부각,AI/데이터센터/로봇,로봇,로봇
모베이스전자,012860,로봇 테마 부각,AI/데이터센터/로봇 | 자동차,로봇 | 전기차 충전 | 스마트카(애플카 등) | 리비안,리비안 | 전기차 충전 | 로봇 | 스마트카(애플카 등)
모비데이즈,363260,IP / 엔터,AI/데이터센터/로봇 | IP/엔터 | 빅테크,AI(인공지능) | 영화/드라마/OTT | SNS/광고(틱톡 등) | 메타 | 구글,영화/드라마/OTT | SNS/광고(틱톡 등) | 구글 | AI(인공지능) | 메타
모비릭스,348030,IP / 엔터,IP/엔터,게임,게임
모비스,250060,전력 / 에너지,IT/신기술 | 신소재 | 에너지,양자암호/양자컴퓨팅 | 초전도체 | 핵융합/중입자 | 원자력 발전,원자력 발전 | 초전도체 | 핵융합/중입자 | 양자암호/양자컴퓨팅
모아데이타,288980,로봇 테마 부각,AI/데이터센터/로봇 | 빅테크,데이터센터/클라우드 | 아마존(AWS),데이터센터/클라우드 | 아마존(AWS)
모아라이프플러스,142760,음식료,음식료,건강기능식품,건강기능식품
모아텍,033200,개별주,IT/신기술,3D 프린터,3D 프린터
모토닉,009680,자율주행/모빌리티 테마,자동차,수소차/수소충전,수소차/수소충전
